position_noise,position_filtred,real_position,pos1,pos2,pos3
 -2706.21, -2709.28, -2712.76, -2706.21, -2708.41, -2741.14
 -2766.65, -2709.28, -2736.79, -2766.65, -2706.21, -2708.41
 -2669.58, -2693.28, -2708.04, -2669.58, -2766.65, -2706.21
 -2705.73, -2693.28, -2703.83, -2705.73, -2669.58, -2766.65
 -2696.44, -2677.28, -2695.06, -2696.44, -2705.73, -2669.58
 -2693.32, -2677.28, -2696.43, -2693.32, -2696.44, -2705.73
 -2662.18, -2661.28, -2678.27, -2662.18, -2693.32, -2696.44
 -2653.59, -2661.28, -2663.07, -2653.59, -2662.18, -2693.32
 -2621.49, -2645.28, -2638.97, -2621.49, -2653.59, -2662.18
 -2659.62, -2645.28, -2645.91, -2659.62, -2621.49, -2653.59
 -2604.94, -2629.28, -2625.93, -2604.94, -2659.62, -2621.49
 -2635.80, -2629.28, -2629.49, -2635.80, -2604.94, -2659.62
 -2626.94, -2613.28, -2626.23, -2626.94, -2635.80, -2604.94
 -2623.32, -2613.28, -2626.61, -2623.32, -2626.94, -2635.80
 -2601.16, -2597.28, -2612.84, -2601.16, -2623.32, -2626.94
 -2592.60, -2597.28, -2600.57, -2592.60, -2601.16, -2623.32
 -2608.96, -2581.28, -2602.20, -2608.96, -2592.60, -2601.16
 -2595.50, -2581.28, -2599.50, -2595.50, -2608.96, -2592.60
 -2577.24, -2565.28, -2588.61, -2577.24, -2595.50, -2608.96
 -2572.00, -2565.28, -2577.66, -2572.00, -2577.24, -2595.50
 -2564.84, -2549.28, -2569.30, -2564.84, -2572.00, -2577.24
 -2558.46, -2549.28, -2562.85, -2558.46, -2564.84, -2572.00
 -2569.90, -2533.28, -2565.25, -2569.90, -2558.46, -2564.84
 -2551.69, -2533.28, -2558.89, -2551.69, -2569.90, -2558.46
 -2533.85, -2517.28, -2545.80, -2533.85, -2551.69, -2569.90
 -2481.65, -2517.28, -2510.72, -2481.65, -2533.85, -2551.69
 -2497.30, -2501.28, -2498.18, -2497.30, -2481.65, -2533.85
 -2492.61, -2501.28, -2492.35, -2492.61, -2497.30, -2481.65
 -2497.30, -2485.28, -2495.74, -2497.30, -2492.61, -2497.30
 -2460.39, -2485.28, -2478.06, -2460.39, -2497.30, -2492.61
 -2460.33, -2469.28, -2466.51, -2460.33, -2460.39, -2497.30
 -2436.33, -2469.28, -2448.34, -2436.33, -2460.33, -2460.39
 -2455.76, -2453.28, -2450.04, -2455.76, -2436.33, -2460.33
 -2456.04, -2453.28, -2452.66, -2456.04, -2455.76, -2436.33
 -2439.76, -2437.28, -2447.85, -2439.76, -2456.04, -2455.76
 -2420.82, -2437.28, -2433.00, -2420.82, -2439.76, -2456.04
 -2409.85, -2421.28, -2418.49, -2409.85, -2420.82, -2439.76
 -2423.97, -2421.28, -2418.74, -2423.97, -2409.85, -2420.82
 -2399.72, -2405.28, -2409.49, -2399.72, -2423.97, -2409.85
 -2408.70, -2405.28, -2408.25, -2408.70, -2399.72, -2423.97
 -2409.15, -2389.28, -2407.43, -2409.15, -2408.70, -2399.72
 -2415.04, -2389.28, -2412.02, -2415.04, -2409.15, -2408.70
 -2376.14, -2373.28, -2394.61, -2376.14, -2415.04, -2409.15
 -2360.24, -2373.28, -2374.67, -2360.24, -2376.14, -2415.04
 -2303.29, -2357.28, -2334.42, -2303.29, -2360.24, -2376.14
 -2338.89, -2357.28, -2330.58, -2338.89, -2303.29, -2360.24
 -2381.66, -2341.28, -2354.34, -2381.66, -2338.89, -2303.29
 -2392.66, -2341.28, -2380.03, -2392.66, -2381.66, -2338.89
 -2307.26, -2325.28, -2348.13, -2307.26, -2392.66, -2381.66
 -2297.20, -2325.28, -2316.46, -2297.20, -2307.26, -2392.66
 -2327.14, -2309.28, -2313.85, -2327.14, -2297.20, -2307.26
 -2312.16, -2309.28, -2314.66, -2312.16, -2327.14, -2297.20
 -2268.58, -2293.28, -2292.87, -2268.58, -2312.16, -2327.14
 -2271.68, -2293.28, -2277.39, -2271.68, -2268.58, -2312.16
 -2278.86, -2277.28, -2274.76, -2278.86, -2271.68, -2268.58
 -2269.53, -2277.28, -2273.00, -2269.53, -2278.86, -2271.68
 -2237.98, -2261.28, -2255.31, -2237.98, -2269.53, -2278.86
 -2229.09, -2261.28, -2238.79, -2229.09, -2237.98, -2269.53
 -2228.37, -2245.28, -2230.21, -2228.37, -2229.09, -2237.98
 -2214.94, -2245.28, -2221.77, -2214.94, -2228.37, -2229.09
 -2240.23, -2229.28, -2229.82, -2240.23, -2214.94, -2228.37
 -2244.98, -2229.28, -2238.39, -2244.98, -2240.23, -2214.94
 -2226.42, -2213.28, -2234.91, -2226.42, -2244.98, -2240.23
 -2206.68, -2213.28, -2219.64, -2206.68, -2226.42, -2244.98
 -2208.75, -2197.28, -2211.00, -2208.75, -2206.68, -2226.42
 -2180.02, -2197.28, -2194.04, -2180.02, -2208.75, -2206.68
 -2214.56, -2181.28, -2202.08, -2214.56, -2180.02, -2208.75
 -2182.65, -2181.28, -2192.85, -2182.65, -2214.56, -2180.02
 -2147.18, -2165.28, -2170.23, -2147.18, -2182.65, -2214.56
 -2146.72, -2165.28, -2152.86, -2146.72, -2147.18, -2182.65
 -2153.78, -2149.28, -2150.33, -2153.78, -2146.72, -2147.18
 -2165.73, -2149.28, -2158.58, -2165.73, -2153.78, -2146.72
 -2126.64, -2133.28, -2144.19, -2126.64, -2165.73, -2153.78
 -2150.72, -2133.28, -2145.20, -2150.72, -2126.64, -2165.73
 -2096.88, -2117.28, -2119.78, -2096.88, -2150.72, -2126.64
 -2153.04, -2117.28, -2133.93, -2153.04, -2096.88, -2150.72
 -2099.73, -2101.28, -2117.03, -2099.73, -2153.04, -2096.88
 -2123.84, -2101.28, -2120.67, -2123.84, -2099.73, -2153.04
 -2075.40, -2085.28, -2095.60, -2075.40, -2123.84, -2099.73
 -2033.04, -2085.28, -2062.29, -2033.04, -2075.40, -2123.84
 -2094.31, -2069.28, -2070.74, -2094.31, -2033.04, -2075.40
 -2082.82, -2069.28, -2078.35, -2082.82, -2094.31, -2033.04
 -2086.35, -2053.28, -2086.50, -2086.35, -2082.82, -2094.31
 -2036.67, -2053.28, -2060.92, -2036.67, -2086.35, -2082.82
 -2046.55, -2037.28, -2049.89, -2046.55, -2036.67, -2086.35
 -2043.05, -2037.28, -2043.16, -2043.05, -2046.55, -2036.67
 -2012.80, -2021.28, -2028.51, -2012.80, -2043.05, -2046.55
 -2019.35, -2021.28, -2021.12, -2019.35, -2012.80, -2043.05
 -1968.08, -2005.28, -1992.62, -1968.08, -2019.35, -2012.80
 -1993.12, -2005.28, -1989.14, -1993.12, -1968.08, -2019.35
 -1950.14, -1989.28, -1967.45, -1950.14, -1993.12, -1968.08
 -2000.56, -1989.28, -1982.51, -2000.56, -1950.14, -1993.12
 -1973.65, -1973.28, -1978.70, -1973.65, -2000.56, -1950.14
 -1956.65, -1973.28, -1969.63, -1956.65, -1973.65, -2000.56
 -1947.82, -1957.28, -1955.07, -1947.82, -1956.65, -1973.65
 -1970.72, -1957.28, -1960.74, -1970.72, -1947.82, -1956.65
 -1954.54, -1941.28, -1958.82, -1954.54, -1970.72, -1947.82
 -1945.28, -1941.28, -1952.61, -1945.28, -1954.54, -1970.72
 -1932.36, -1925.28, -1940.36, -1932.36, -1945.28, -1954.54
 -1934.67, -1925.28, -1935.67, -1934.67, -1932.36, -1945.28
 -1936.99, -1909.28, -1935.44, -1936.99, -1934.67, -1932.36
 -1905.82, -1909.28, -1921.02, -1905.82, -1936.99, -1934.67
 -1906.89, -1893.28, -1911.55, -1906.89, -1905.82, -1936.99
 -1930.34, -1893.28, -1918.44, -1930.34, -1906.89, -1905.82
 -1891.78, -1877.28, -1907.15, -1891.78, -1930.34, -1906.89
 -1850.93, -1877.28, -1877.78, -1850.93, -1891.78, -1930.34
 -1851.52, -1861.28, -1858.03, -1851.52, -1850.93, -1891.78
 -1853.78, -1861.28, -1852.55, -1853.78, -1851.52, -1850.93
 -1872.93, -1845.28, -1862.98, -1872.93, -1853.78, -1851.52
 -1856.73, -1845.28, -1861.64, -1856.73, -1872.93, -1853.78
 -1818.62, -1829.28, -1840.37, -1818.62, -1856.73, -1872.93
 -1818.41, -1829.28, -1824.86, -1818.41, -1818.62, -1856.73
 -1803.53, -1813.28, -1811.01, -1803.53, -1818.41, -1818.62
 -1801.85, -1813.28, -1805.17, -1801.85, -1803.53, -1818.41
 -1786.73, -1797.28, -1794.57, -1786.73, -1801.85, -1803.53
 -1786.85, -1797.28, -1789.31, -1786.85, -1786.73, -1801.85
 -1777.46, -1781.28, -1782.13, -1777.46, -1786.85, -1786.73
 -1786.57, -1781.28, -1783.58, -1786.57, -1777.46, -1786.85
 -1787.40, -1765.28, -1785.47, -1787.40, -1786.57, -1777.46
 -1759.85, -1765.28, -1773.49, -1759.85, -1787.40, -1786.57
 -1733.99, -1749.28, -1751.52, -1733.99, -1759.85, -1787.40
 -1725.79, -1749.28, -1734.20, -1725.79, -1733.99, -1759.85
 -1719.81, -1733.28, -1724.17, -1719.81, -1725.79, -1733.99
 -1750.96, -1733.28, -1736.38, -1750.96, -1719.81, -1725.79
 -1751.06, -1717.28, -1745.82, -1751.06, -1750.96, -1719.81
 -1692.49, -1717.28, -1721.76, -1692.49, -1751.06, -1750.96
 -1673.56, -1701.28, -1692.79, -1673.56, -1692.49, -1751.06
 -1701.54, -1701.28, -1690.71, -1701.54, -1673.56, -1692.49
 -1702.83, -1685.28, -1697.52, -1702.83, -1701.54, -1673.56
 -1702.74, -1685.28, -1702.57, -1702.74, -1702.83, -1701.54
 -1676.42, -1669.28, -1689.60, -1676.42, -1702.74, -1702.83
 -1650.32, -1669.28, -1667.76, -1650.32, -1676.42, -1702.74
 -1617.05, -1653.28, -1638.04, -1617.05, -1650.32, -1676.42
 -1673.21, -1653.28, -1650.67, -1673.21, -1617.05, -1650.32
 -1622.22, -1637.28, -1638.35, -1622.22, -1673.21, -1617.05
 -1661.30, -1637.28, -1650.26, -1661.30, -1622.22, -1673.21
 -1641.12, -1621.28, -1644.70, -1641.12, -1661.30, -1622.22
 -1612.53, -1621.28, -1630.19, -1612.53, -1641.12, -1661.30
 -1589.36, -1605.28, -1605.71, -1589.36, -1612.53, -1641.12
 -1557.06, -1605.28, -1577.07, -1557.06, -1589.36, -1612.53
 -1605.27, -1589.28, -1586.55, -1605.27, -1557.06, -1589.36
 -1585.36, -1589.28, -1587.28, -1585.36, -1605.27, -1557.06
 -1549.07, -1573.28, -1570.53, -1549.07, -1585.36, -1605.27
 -1571.65, -1573.28, -1566.41, -1571.65, -1549.07, -1585.36
 -1532.05, -1557.28, -1548.08, -1532.05, -1571.65, -1549.07
 -1567.66, -1557.28, -1556.45, -1567.66, -1532.05, -1571.65
 -1551.58, -1541.28, -1553.68, -1551.58, -1567.66, -1532.05
 -1548.88, -1541.28, -1552.91, -1548.88, -1551.58, -1567.66
 -1526.08, -1525.28, -1537.93, -1526.08, -1548.88, -1551.58
 -1543.26, -1525.28, -1538.47, -1543.26, -1526.08, -1548.88
 -1488.24, -1509.28, -1512.88, -1488.24, -1543.26, -1526.08
 -1543.91, -1509.28, -1525.24, -1543.91, -1488.24, -1543.26
 -1509.74, -1493.28, -1517.55, -1509.74, -1543.91, -1488.24
 -1488.83, -1493.28, -1504.98, -1488.83, -1509.74, -1543.91
 -1462.39, -1477.28, -1479.10, -1462.39, -1488.83, -1509.74
 -1456.59, -1477.28, -1463.90, -1456.59, -1462.39, -1488.83
 -1459.64, -1461.28, -1459.08, -1459.64, -1456.59, -1462.39
 -1431.38, -1461.28, -1445.00, -1431.38, -1459.64, -1456.59
 -1460.05, -1445.28, -1450.42, -1460.05, -1431.38, -1459.64
 -1484.58, -1445.28, -1467.54, -1484.58, -1460.05, -1431.38
 -1442.70, -1429.28, -1459.55, -1442.70, -1484.58, -1460.05
 -1409.69, -1429.28, -1433.17, -1409.69, -1442.70, -1484.58
 -1395.06, -1413.28, -1407.88, -1395.06, -1409.69, -1442.70
 -1413.81, -1413.28, -1406.87, -1413.81, -1395.06, -1409.69
 -1412.04, -1397.28, -1409.80, -1412.04, -1413.81, -1395.06
 -1400.36, -1397.28, -1406.50, -1400.36, -1412.04, -1413.81
 -1378.14, -1381.28, -1391.20, -1378.14, -1400.36, -1412.04
 -1390.25, -1381.28, -1387.90, -1390.25, -1378.14, -1400.36
 -1350.44, -1365.28, -1368.32, -1350.44, -1390.25, -1378.14
 -1358.01, -1365.28, -1360.86, -1358.01, -1350.44, -1390.25
 -1313.26, -1349.28, -1334.37, -1313.26, -1358.01, -1350.44
 -1326.71, -1349.28, -1327.44, -1326.71, -1313.26, -1358.01
 -1351.22, -1333.28, -1336.72, -1351.22, -1326.71, -1313.26
 -1362.82, -1333.28, -1352.94, -1362.82, -1351.22, -1326.71
 -1296.20, -1317.28, -1327.58, -1296.20, -1362.82, -1351.22
 -1310.30, -1317.28, -1314.35, -1310.30, -1296.20, -1362.82
 -1302.25, -1301.28, -1303.93, -1302.25, -1310.30, -1296.20
 -1284.72, -1301.28, -1294.83, -1284.72, -1302.25, -1310.30
 -1271.06, -1285.28, -1280.81, -1271.06, -1284.72, -1302.25
 -1239.87, -1285.28, -1257.74, -1239.87, -1271.06, -1284.72
 -1282.08, -1269.28, -1266.17, -1282.08, -1239.87, -1271.06
 -1235.49, -1269.28, -1251.75, -1235.49, -1282.08, -1239.87
 -1248.10, -1253.28, -1249.56, -1248.10, -1235.49, -1282.08
 -1221.53, -1253.28, -1232.71, -1221.53, -1248.10, -1235.49
 -1232.87, -1237.28, -1231.63, -1232.87, -1221.53, -1248.10
 -1245.37, -1237.28, -1237.23, -1245.37, -1232.87, -1221.53
 -1221.07, -1221.28, -1231.14, -1221.07, -1245.37, -1232.87
 -1235.31, -1221.28, -1232.24, -1235.31, -1221.07, -1245.37
 -1188.02, -1205.28, -1209.29, -1188.02, -1235.31, -1221.07
 -1234.34, -1205.28, -1219.06, -1234.34, -1188.02, -1235.31
 -1196.30, -1189.28, -1207.60, -1196.30, -1234.34, -1188.02
 -1171.84, -1189.28, -1190.41, -1171.84, -1196.30, -1234.34
 -1172.69, -1173.28, -1176.34, -1172.69, -1171.84, -1196.30
 -1156.41, -1173.28, -1164.41, -1156.41, -1172.69, -1171.84
 -1156.37, -1157.28, -1159.10, -1156.37, -1156.41, -1172.69
 -1151.97, -1157.28, -1154.18, -1151.97, -1156.37, -1156.41
 -1158.67, -1141.28, -1156.05, -1158.67, -1151.97, -1156.37
 -1137.92, -1141.28, -1147.18, -1137.92, -1158.67, -1151.97
 -1121.08, -1125.28, -1132.96, -1121.08, -1137.92, -1158.67
 -1133.38, -1125.28, -1130.04, -1133.38, -1121.08, -1137.92
 -1114.85, -1109.28, -1122.07, -1114.85, -1133.38, -1121.08
 -1122.10, -1109.28, -1121.56, -1122.10, -1114.85, -1133.38
 -1114.83, -1093.28, -1117.26, -1114.83, -1122.10, -1114.85
 -1128.33, -1093.28, -1122.79, -1128.33, -1114.83, -1122.10
 -1076.09, -1077.28, -1099.96, -1076.09, -1128.33, -1114.83
 -1046.32, -1077.28, -1069.91, -1046.32, -1076.09, -1128.33
 -1063.37, -1061.28, -1059.81, -1063.37, -1046.32, -1076.09
 -1051.79, -1061.28, -1054.74, -1051.79, -1063.37, -1046.32
 -1057.72, -1045.28, -1056.68, -1057.72, -1051.79, -1063.37
 -1023.30, -1045.28, -1039.52, -1023.30, -1057.72, -1051.79
  -993.83, -1029.28, -1014.30,  -993.83, -1023.30, -1057.72
 -1041.08, -1029.28, -1022.37, -1041.08,  -993.83, -1023.30
 -1017.88, -1013.28, -1021.61, -1017.88, -1041.08,  -993.83
 -1033.66, -1013.28, -1029.64, -1033.66, -1017.88, -1041.08
  -983.93,  -997.28, -1006.16,  -983.93, -1033.66, -1017.88
  -958.56,  -997.28,  -979.53,  -958.56,  -983.93, -1033.66
  -975.07,  -981.28,  -971.04,  -975.07,  -958.56,  -983.93
  -995.02,  -981.28,  -982.29,  -995.02,  -975.07,  -958.56
  -991.37,  -965.28,  -989.87,  -991.37,  -995.02,  -975.07
  -934.09,  -965.28,  -963.34,  -934.09,  -991.37,  -995.02
  -948.61,  -949.28,  -950.90,  -948.61,  -934.09,  -991.37
  -947.36,  -949.28,  -945.56,  -947.36,  -948.61,  -934.09
  -912.74,  -933.28,  -930.26,  -912.74,  -947.36,  -948.61
  -920.84,  -933.28,  -922.56,  -920.84,  -912.74,  -947.36
  -906.52,  -917.28,  -912.33,  -906.52,  -920.84,  -912.74
  -906.25,  -917.28,  -908.77,  -906.25,  -906.52,  -920.84
  -914.50,  -901.28,  -910.42,  -914.50,  -906.25,  -906.52
  -888.05,  -901.28,  -899.90,  -888.05,  -914.50,  -906.25
  -899.23,  -885.28,  -898.05,  -899.23,  -888.05,  -914.50
  -916.18,  -885.28,  -905.84,  -916.18,  -899.23,  -888.05
  -852.06,  -869.28,  -881.29,  -852.06,  -916.18,  -899.23
  -890.69,  -869.28,  -882.06,  -890.69,  -852.06,  -916.18
  -827.10,  -853.28,  -852.45,  -827.10,  -890.69,  -852.06
  -844.77,  -853.28,  -846.53,  -844.77,  -827.10,  -890.69
  -834.38,  -837.28,  -836.63,  -834.38,  -844.77,  -827.10
  -806.28,  -837.28,  -822.06,  -806.28,  -834.38,  -844.77
  -810.36,  -821.28,  -813.00,  -810.36,  -806.28,  -834.38
  -850.64,  -821.28,  -829.82,  -850.64,  -810.36,  -806.28
  -807.79,  -805.28,  -822.50,  -807.79,  -850.64,  -810.36
  -824.35,  -805.28,  -823.21,  -824.35,  -807.79,  -850.64
  -819.31,  -789.28,  -819.07,  -819.31,  -824.35,  -807.79
  -788.79,  -789.28,  -804.89,  -788.79,  -819.31,  -824.35
  -786.92,  -773.28,  -792.94,  -786.92,  -788.79,  -819.31
  -768.24,  -773.28,  -777.89,  -768.24,  -786.92,  -788.79
  -747.81,  -757.28,  -761.14,  -747.81,  -768.24,  -786.92
  -796.93,  -757.28,  -775.78,  -796.93,  -747.81,  -768.24
  -729.51,  -741.28,  -755.03,  -729.51,  -796.93,  -747.81
  -748.76,  -741.28,  -750.37,  -748.76,  -729.51,  -796.93
  -798.17,  -725.28,  -770.26,  -798.17,  -748.76,  -729.51
  -708.50,  -725.28,  -745.10,  -708.50,  -798.17,  -748.76
  -689.48,  -709.28,  -713.93,  -689.48,  -708.50,  -798.17
  -689.39,  -709.28,  -692.60,  -689.39,  -689.48,  -708.50
  -650.89,  -693.28,  -670.15,  -650.89,  -689.39,  -689.48
  -669.18,  -693.28,  -666.45,  -669.18,  -650.89,  -689.39
  -699.55,  -677.28,  -681.31,  -699.55,  -669.18,  -650.89
  -708.86,  -677.28,  -699.14,  -708.86,  -699.55,  -669.18
  -650.03,  -661.28,  -677.89,  -650.03,  -708.86,  -699.55
  -651.66,  -661.28,  -660.65,  -651.66,  -650.03,  -708.86
  -678.91,  -645.28,  -665.02,  -678.91,  -651.66,  -650.03
  -661.67,  -645.28,  -665.75,  -661.67,  -678.91,  -651.66
  -620.18,  -629.28,  -643.80,  -620.18,  -661.67,  -678.91
  -627.13,  -629.28,  -630.57,  -627.13,  -620.18,  -661.67
  -631.98,  -613.28,  -628.40,  -631.98,  -627.13,  -620.18
  -622.14,  -613.28,  -626.25,  -622.14,  -631.98,  -627.13
  -601.32,  -597.28,  -613.37,  -601.32,  -622.14,  -631.98
  -594.57,  -597.28,  -601.42,  -594.57,  -601.32,  -622.14
  -561.57,  -581.28,  -579.19,  -561.57,  -594.57,  -601.32
  -535.88,  -581.28,  -554.22,  -535.88,  -561.57,  -594.57
  -554.40,  -565.28,  -549.42,  -554.40,  -535.88,  -561.57
  -550.23,  -565.28,  -549.23,  -550.23,  -554.40,  -535.88
  -554.93,  -549.28,  -553.28,  -554.93,  -550.23,  -554.40
  -535.05,  -549.28,  -544.21,  -535.05,  -554.93,  -550.23
  -538.65,  -533.28,  -540.16,  -538.65,  -535.05,  -554.93
  -536.70,  -533.28,  -537.08,  -536.70,  -538.65,  -535.05
  -517.36,  -517.28,  -527.36,  -517.36,  -536.70,  -538.65
  -523.39,  -517.28,  -523.60,  -523.39,  -517.36,  -536.70
  -471.50,  -501.28,  -496.44,  -471.50,  -523.39,  -517.36
  -522.98,  -501.28,  -505.89,  -522.98,  -471.50,  -523.39
  -481.32,  -485.28,  -493.57,  -481.32,  -522.98,  -471.50
  -523.42,  -485.28,  -509.32,  -523.42,  -481.32,  -522.98
  -468.36,  -469.28,  -488.88,  -468.36,  -523.42,  -481.32
  -506.54,  -469.28,  -496.63,  -506.54,  -468.36,  -523.42
  -441.15,  -453.28,  -467.48,  -441.15,  -506.54,  -468.36
  -451.18,  -453.28,  -457.06,  -451.18,  -441.15,  -506.54
  -460.58,  -437.28,  -454.21,  -460.58,  -451.18,  -441.15
  -461.57,  -437.28,  -459.51,  -461.57,  -460.58,  -451.18
  -443.59,  -421.28,  -452.41,  -443.59,  -461.57,  -460.58
  -421.49,  -421.28,  -435.53,  -421.49,  -443.59,  -461.57
  -393.45,  -405.28,  -411.15,  -393.45,  -421.49,  -443.59
  -383.30,  -405.28,  -393.05,  -383.30,  -393.45,  -421.49
  -341.11,  -389.28,  -363.90,  -341.11,  -383.30,  -393.45
  -380.98,  -389.28,  -368.08,  -380.98,  -341.11,  -383.30
  -378.47,  -373.28,  -373.08,  -378.47,  -380.98,  -341.11
  -388.73,  -373.28,  -384.02,  -388.73,  -378.47,  -380.98
  -317.29,  -357.28,  -351.30,  -317.29,  -388.73,  -378.47
  -336.50,  -357.28,  -338.80,  -336.50,  -317.29,  -388.73
  -352.32,  -341.28,  -341.21,  -352.32,  -336.50,  -317.29
  -326.68,  -341.28,  -336.86,  -326.68,  -352.32,  -336.50
  -314.91,  -325.28,  -325.07,  -314.91,  -326.68,  -352.32
  -356.87,  -325.28,  -337.85,  -356.87,  -314.91,  -326.68
  -309.18,  -309.28,  -326.03,  -309.18,  -356.87,  -314.91
  -323.38,  -309.28,  -324.23,  -323.38,  -309.18,  -356.87
  -306.28,  -293.28,  -312.46,  -306.28,  -323.38,  -309.18
  -295.65,  -293.28,  -303.81,  -295.65,  -306.28,  -323.38
  -256.27,  -277.28,  -277.73,  -256.27,  -295.65,  -306.28
  -263.63,  -277.28,  -266.51,  -263.63,  -256.27,  -295.65
  -278.08,  -261.28,  -269.63,  -278.08,  -263.63,  -256.27
  -326.35,  -261.28,  -299.80,  -326.35,  -278.08,  -263.63
  -243.40,  -245.28,  -276.83,  -243.40,  -326.35,  -278.08
  -252.23,  -245.28,  -261.64,  -252.23,  -243.40,  -326.35
  -230.11,  -229.28,  -239.70,  -230.11,  -252.23,  -243.40
  -236.53,  -229.28,  -237.01,  -236.53,  -230.11,  -252.23
  -207.82,  -213.28,  -221.10,  -207.82,  -236.53,  -230.11
  -207.47,  -213.28,  -212.43,  -207.47,  -207.82,  -236.53
  -195.70,  -197.28,  -201.65,  -195.70,  -207.47,  -207.82
  -162.64,  -197.28,  -181.13,  -162.64,  -195.70,  -207.47
  -197.39,  -197.28,  -185.53,  -197.39,  -162.64,  -195.70
  -170.10,  -197.28,  -177.95,  -170.10,  -197.39,  -162.64
  -196.55,  -181.28,  -187.87,  -196.55,  -170.10,  -197.39
  -183.37,  -181.28,  -185.55,  -183.37,  -196.55,  -170.10
  -211.82,  -181.28,  -199.79,  -211.82,  -183.37,  -196.55
  -190.36,  -181.28,  -196.35,  -190.36,  -211.82,  -183.37
  -161.22,  -165.28,  -179.37,  -161.22,  -190.36,  -211.82
  -162.04,  -165.28,  -166.49,  -162.04,  -161.22,  -190.36
  -176.47,  -165.28,  -169.12,  -176.47,  -162.04,  -161.22
  -158.25,  -165.28,  -164.95,  -158.25,  -176.47,  -162.04
  -166.54,  -149.28,  -165.43,  -166.54,  -158.25,  -176.47
  -134.14,  -149.28,  -148.96,  -134.14,  -166.54,  -158.25
  -125.00,  -149.28,  -134.97,  -125.00,  -134.14,  -166.54
  -178.58,  -149.28,  -153.32,  -178.58,  -125.00,  -134.14
  -142.46,  -133.28,  -151.59,  -142.46,  -178.58,  -125.00
  -127.07,  -133.28,  -140.79,  -127.07,  -142.46,  -178.58
  -139.11,  -133.28,  -135.66,  -139.11,  -127.07,  -142.46
  -111.81,  -133.28,  -123.46,  -111.81,  -139.11,  -127.07
  -146.15,  -117.28,  -133.53,  -146.15,  -111.81,  -139.11
  -121.67,  -117.28,  -128.18,  -121.67,  -146.15,  -111.81
  -116.38,  -117.28,  -123.10,  -116.38,  -121.67,  -146.15
  -110.11,  -117.28,  -114.12,  -110.11,  -116.38,  -121.67
  -102.82,  -101.28,  -107.51,  -102.82,  -110.11,  -116.38
  -122.07,  -101.28,  -113.66,  -122.07,  -102.82,  -110.11
   -86.57,  -101.28,  -101.11,   -86.57,  -122.07,  -102.82
  -126.64,  -101.28,  -112.52,  -126.64,   -86.57,  -122.07
   -84.33,   -85.28,   -98.81,   -84.33,  -126.64,   -86.57
   -55.29,   -85.28,   -76.87,   -55.29,   -84.33,  -126.64
   -51.62,   -85.28,   -58.30,   -51.62,   -55.29,   -84.33
   -66.32,   -85.28,   -59.58,   -66.32,   -51.62,   -55.29
   -99.42,   -69.28,   -80.42,   -99.42,   -66.32,   -51.62
   -74.27,   -69.28,   -81.33,   -74.27,   -99.42,   -66.32
   -34.03,   -69.28,   -58.34,   -34.03,   -74.27,   -99.42
   -46.55,   -69.28,   -47.00,   -46.55,   -34.03,   -74.27
   -61.44,   -53.28,   -51.91,   -61.44,   -46.55,   -34.03
   -48.96,   -53.28,   -52.72,   -48.96,   -61.44,   -46.55
   -44.16,   -53.28,   -48.64,   -44.16,   -48.96,   -61.44
   -15.19,   -53.28,   -30.48,   -15.19,   -44.16,   -48.96
   -71.80,   -37.28,   -48.33,   -71.80,   -15.19,   -44.16
   -43.25,   -37.28,   -48.09,   -43.25,   -71.80,   -15.19
   -47.45,   -37.28,   -50.11,   -47.45,   -43.25,   -71.80
    -6.22,   -37.28,   -26.14,    -6.22,   -47.45,   -43.25
   -16.68,   -21.28,   -18.32,   -16.68,    -6.22,   -47.45
   -24.26,   -21.28,   -18.73,   -24.26,   -16.68,    -6.22
   -39.02,   -21.28,   -30.37,   -39.02,   -24.26,   -16.68
   -59.38,   -21.28,   -46.74,   -59.38,   -39.02,   -24.26
    -6.72,    -5.28,   -29.66,    -6.72,   -59.38,   -39.02
    -5.75,    -5.28,   -15.01,    -5.75,    -6.72,   -59.38
   -23.14,    -5.28,   -14.61,   -23.14,    -5.75,    -6.72
    28.25,    -5.28,     5.46,    28.25,   -23.14,    -5.75
    36.56,    10.72,    23.84,    36.56,    28.25,   -23.14
     0.46,    10.72,    17.12,     0.46,    36.56,    28.25
     7.45,    10.72,     9.97,     7.45,     0.46,    36.56
