position_noise,position_filtred,real_position,pos1,pos2,pos3
     5.28,    10.72,     5.20,     5.28,     7.45,     0.46
    38.32,    26.72,    22.16,    38.32,     5.28,     7.45
     3.09,    26.72,    15.20,     3.09,    38.32,     5.28
    32.75,    26.72,    23.79,    32.75,     3.09,    38.32
     9.33,    26.72,    16.10,     9.33,    32.75,     3.09
    53.23,    42.72,    35.18,    53.23,     9.33,    32.75
    48.88,    42.72,    43.74,    48.88,    53.23,     9.33
    67.67,    42.72,    59.00,    67.67,    48.88,    53.23
    31.53,    42.72,    46.47,    31.53,    67.67,    48.88
    61.98,    58.72,    52.78,    61.98,    31.53,    67.67
    52.72,    58.72,    52.28,    52.72,    61.98,    31.53
    98.24,    58.72,    77.03,    98.24,    52.72,    61.98
    67.07,    58.72,    75.07,    67.07,    98.24,    52.72
    64.89,    74.72,    71.18,    64.89,    67.07,    98.24
    55.52,    74.72,    60.57,    55.52,    64.89,    67.07
    69.67,    74.72,    64.16,    69.67,    55.52,    64.89
    47.81,    74.72,    56.38,    47.81,    69.67,    55.52
    44.25,    90.72,    49.67,    44.25,    47.81,    69.67
   108.09,    90.72,    76.76,   108.09,    44.25,    47.81
    84.72,    90.72,    85.76,    84.72,   108.09,    44.25
    82.45,    90.72,    87.48,    82.45,    84.72,   108.09
    97.09,   106.72,    90.15,    97.09,    82.45,    84.72
   140.24,   106.72,   116.22,   140.24,    97.09,    82.45
    98.37,   106.72,   112.12,    98.37,   140.24,    97.09
   116.74,   106.72,   114.53,   116.74,    98.37,   140.24
   121.81,   122.72,   116.21,   121.81,   116.74,    98.37
   125.88,   122.72,   123.00,   125.88,   121.81,   116.74
   132.40,   122.72,   128.46,   132.40,   125.88,   121.81
   107.21,   122.72,   118.72,   107.21,   132.40,   125.88
   178.42,   138.72,   147.01,   178.42,   107.21,   132.40
   144.74,   138.72,   149.71,   144.74,   178.42,   107.21
   123.89,   138.72,   139.93,   123.89,   144.74,   178.42
   107.88,   138.72,   119.36,   107.88,   123.89,   144.74
   137.14,   153.86,   125.18,   137.14,   107.88,   123.89
   170.98,   153.86,   149.18,   170.98,   137.14,   107.88
   153.11,   153.86,   156.40,   153.11,   170.98,   137.14
   125.13,   153.86,   142.10,   125.13,   153.11,   170.98
   198.84,   167.57,   166.65,   198.84,   125.13,   153.11
   136.88,   167.57,   155.58,   136.88,   198.84,   125.13
   155.32,   167.57,   156.43,   155.32,   136.88,   198.84
   191.09,   167.57,   170.13,   191.09,   155.32,   136.88
   168.57,   179.81,   173.87,   168.57,   191.09,   155.32
   177.02,   179.81,   176.55,   177.02,   168.57,   191.09
   148.97,   179.81,   161.58,   148.97,   177.02,   168.57
   188.76,   179.81,   173.54,   188.76,   148.97,   177.02
   169.93,   190.56,   172.72,   169.93,   188.76,   148.97
   205.89,   190.56,   191.05,   205.89,   169.93,   188.76
   208.31,   190.56,   201.11,   208.31,   205.89,   169.93
   177.45,   190.56,   192.47,   177.45,   208.31,   205.89
   181.36,   199.83,   184.54,   181.36,   177.45,   208.31
   202.91,   199.83,   191.48,   202.91,   181.36,   177.45
   163.51,   199.83,   179.62,   163.51,   202.91,   181.36
   180.05,   199.83,   178.34,   180.05,   163.51,   202.91
   203.24,   207.62,   188.89,   203.24,   180.05,   163.51
   179.89,   207.62,   187.70,   179.89,   203.24,   180.05
   234.94,   213.92,   211.30,   234.94,   179.89,   203.24
   219.46,   213.92,   218.02,   219.46,   234.94,   179.89
   212.46,   220.35,   218.54,   212.46,   219.46,   234.94
   222.54,   220.35,   218.67,   222.54,   212.46,   219.46
   219.22,   228.18,   219.20,   219.22,   222.54,   212.46
   207.40,   228.18,   213.86,   207.40,   219.22,   222.54
   254.39,   237.46,   232.86,   254.39,   207.40,   219.22
   248.17,   237.46,   243.45,   248.17,   254.39,   207.40
   241.19,   248.19,   245.71,   241.19,   248.17,   254.39
   268.16,   248.19,   255.84,   268.16,   241.19,   248.17
   271.13,   260.36,   265.15,   271.13,   268.16,   241.19
   262.26,   260.36,   266.20,   262.26,   271.13,   268.16
   300.26,   273.99,   282.74,   300.26,   262.26,   271.13
   266.10,   273.99,   276.85,   266.10,   300.26,   262.26
   278.21,   289.09,   277.85,   278.21,   266.10,   300.26
   259.01,   289.09,   266.59,   259.01,   278.21,   266.10
   333.30,   305.66,   299.35,   333.30,   259.01,   278.21
   296.00,   305.66,   302.27,   296.00,   333.30,   259.01
   326.65,   323.69,   317.54,   326.65,   296.00,   333.30
   319.38,   323.69,   317.90,   319.38,   326.65,   296.00
   346.14,   343.19,   333.97,   346.14,   319.38,   326.65
   317.13,   343.19,   327.18,   317.13,   346.14,   319.38
   364.21,   364.16,   345.51,   364.21,   317.13,   346.14
   361.10,   364.16,   354.81,   361.10,   364.21,   317.13
   413.74,   386.59,   387.94,   413.74,   361.10,   364.21
   404.73,   386.59,   400.46,   404.73,   413.74,   361.10
   386.14,   410.50,   396.94,   386.14,   404.73,   413.74
   375.05,   410.50,   383.69,   375.05,   386.14,   404.73
   403.12,   435.87,   390.94,   403.12,   375.05,   386.14
   452.40,   435.87,   423.08,   452.40,   403.12,   375.05
   447.87,   462.71,   441.92,   447.87,   452.40,   403.12
   461.60,   462.71,   455.49,   461.60,   447.87,   452.40
   509.10,   491.02,   483.06,   509.10,   461.60,   447.87
   498.93,   491.02,   496.10,   498.93,   509.10,   461.60
   519.98,   520.80,   511.15,   519.98,   498.93,   509.10
   492.32,   520.80,   502.64,   492.32,   519.98,   498.93
   541.77,   552.04,   521.65,   541.77,   492.32,   519.98
   568.59,   552.04,   546.94,   568.59,   541.77,   492.32
   573.94,   584.14,   566.80,   573.94,   568.59,   541.77
   588.20,   584.14,   580.18,   588.20,   573.94,   568.59
   616.35,   616.19,   599.90,   616.35,   588.20,   573.94
   568.16,   616.19,   587.56,   568.16,   616.35,   588.20
   661.94,   648.20,   623.08,   661.94,   568.16,   616.35
   580.47,   648.20,   605.57,   580.47,   661.94,   568.16
   627.51,   680.20,   617.57,   627.51,   580.47,   661.94
   688.63,   680.20,   650.23,   688.63,   627.51,   580.47
   737.27,   712.20,   702.77,   737.27,   688.63,   627.51
   715.85,   712.20,   718.46,   715.85,   737.27,   688.63
   742.50,   744.20,   732.75,   742.50,   715.85,   737.27
   736.90,   744.20,   735.26,   736.90,   742.50,   715.85
   762.84,   776.20,   750.81,   762.84,   736.90,   742.50
   834.20,   776.20,   794.20,   834.20,   762.84,   736.90
   805.99,   808.20,   808.20,   805.99,   834.20,   762.84
   800.08,   808.20,   807.74,   800.08,   805.99,   834.20
   857.43,   840.20,   829.74,   857.43,   800.08,   805.99
   856.66,   840.20,   847.49,   856.66,   857.43,   800.08
   885.81,   872.20,   871.36,   885.81,   856.66,   857.43
   854.47,   872.20,   865.28,   854.47,   885.81,   856.66
   899.66,   904.20,   882.29,   899.66,   854.47,   885.81
   858.51,   904.20,   871.55,   858.51,   899.66,   854.47
   930.70,   936.20,   901.46,   930.70,   858.51,   899.66
   938.49,   936.20,   922.56,   938.49,   930.70,   858.51
  1000.12,   968.20,   968.01,  1000.12,   938.49,   930.70
   951.74,   968.20,   965.66,   951.74,  1000.12,   938.49
   986.66,  1000.20,   977.26,   986.66,   951.74,  1000.12
  1028.49,  1000.20,  1001.75,  1028.49,   986.66,   951.74
  1036.19,  1032.20,  1025.37,  1036.19,  1028.49,   986.66
  1035.39,  1032.20,  1034.51,  1035.39,  1036.19,  1028.49
  1044.68,  1064.20,  1040.17,  1044.68,  1035.39,  1036.19
  1050.78,  1064.20,  1046.18,  1050.78,  1044.68,  1035.39
  1124.94,  1096.20,  1086.84,  1124.94,  1050.78,  1044.68
  1084.74,  1096.20,  1092.48,  1084.74,  1124.94,  1050.78
  1157.99,  1128.20,  1128.07,  1157.99,  1084.74,  1124.94
  1117.61,  1128.20,  1125.59,  1117.61,  1157.99,  1084.74
  1153.40,  1160.20,  1142.23,  1153.40,  1117.61,  1157.99
  1179.51,  1160.20,  1160.49,  1179.51,  1153.40,  1117.61
  1183.35,  1192.20,  1177.08,  1183.35,  1179.51,  1153.40
  1216.59,  1192.20,  1199.33,  1216.59,  1183.35,  1179.51
  1243.92,  1224.20,  1224.72,  1243.92,  1216.59,  1183.35
  1201.44,  1224.20,  1218.13,  1201.44,  1243.92,  1216.59
  1267.78,  1256.20,  1241.69,  1267.78,  1201.44,  1243.92
  1241.34,  1256.20,  1243.51,  1241.34,  1267.78,  1201.44
  1278.36,  1288.20,  1264.26,  1278.36,  1241.34,  1267.78
  1282.22,  1288.20,  1274.12,  1282.22,  1278.36,  1241.34
  1337.70,  1320.20,  1309.32,  1337.70,  1282.22,  1278.36
  1284.82,  1320.20,  1302.02,  1284.82,  1337.70,  1282.22
  1405.70,  1352.20,  1354.08,  1405.70,  1284.82,  1337.70
  1345.18,  1352.20,  1355.30,  1345.18,  1405.70,  1284.82
  1434.40,  1384.20,  1399.88,  1434.40,  1345.18,  1405.70
  1368.64,  1384.20,  1386.65,  1368.64,  1434.40,  1345.18
  1398.91,  1416.20,  1394.74,  1398.91,  1368.64,  1434.40
  1451.53,  1416.20,  1420.18,  1451.53,  1398.91,  1368.64
  1417.41,  1448.20,  1425.70,  1417.41,  1451.53,  1398.91
  1442.00,  1448.20,  1435.39,  1442.00,  1417.41,  1451.53
  1505.48,  1480.20,  1469.64,  1505.48,  1442.00,  1417.41
  1475.98,  1480.20,  1480.15,  1475.98,  1505.48,  1442.00
  1513.35,  1512.20,  1499.58,  1513.35,  1475.98,  1505.48
  1508.06,  1512.20,  1504.47,  1508.06,  1513.35,  1475.98
  1551.09,  1544.20,  1530.45,  1551.09,  1508.06,  1513.35
  1564.51,  1544.20,  1550.63,  1564.51,  1551.09,  1508.06
  1572.07,  1576.20,  1566.05,  1572.07,  1564.51,  1551.09
  1576.62,  1576.20,  1573.08,  1576.62,  1572.07,  1564.51
  1616.83,  1608.20,  1595.97,  1616.83,  1576.62,  1572.07
  1590.88,  1608.20,  1597.15,  1590.88,  1616.83,  1576.62
  1621.19,  1640.20,  1610.36,  1621.19,  1590.88,  1616.83
  1649.21,  1640.20,  1630.15,  1649.21,  1621.19,  1590.88
  1663.46,  1672.20,  1651.66,  1663.46,  1649.21,  1621.19
  1663.84,  1672.20,  1661.28,  1663.84,  1663.46,  1649.21
  1709.77,  1704.20,  1686.74,  1709.77,  1663.84,  1663.46
  1683.55,  1704.20,  1689.01,  1683.55,  1709.77,  1663.84
  1754.48,  1736.20,  1723.38,  1754.48,  1683.55,  1709.77
  1697.34,  1736.20,  1714.09,  1697.34,  1754.48,  1683.55
  1773.60,  1768.20,  1744.99,  1773.60,  1697.34,  1754.48
  1779.83,  1768.20,  1764.01,  1779.83,  1773.60,  1697.34
  1849.55,  1800.20,  1813.65,  1849.55,  1779.83,  1773.60
  1818.81,  1800.20,  1822.56,  1818.81,  1849.55,  1779.83
  1832.41,  1832.20,  1830.73,  1832.41,  1818.81,  1849.55
  1801.19,  1832.20,  1814.53,  1801.19,  1832.41,  1818.81
  1868.73,  1864.20,  1840.16,  1868.73,  1801.19,  1832.41
  1886.64,  1864.20,  1866.43,  1886.64,  1868.73,  1801.19
  1869.49,  1896.20,  1875.08,  1869.49,  1886.64,  1868.73
  1882.83,  1896.20,  1879.02,  1882.83,  1869.49,  1886.64
  1943.54,  1928.20,  1910.96,  1943.54,  1882.83,  1869.49
  1927.79,  1928.20,  1925.55,  1927.79,  1943.54,  1882.83
  1916.18,  1960.20,  1924.61,  1916.18,  1927.79,  1943.54
  1940.53,  1960.20,  1930.29,  1940.53,  1916.18,  1927.79
  1998.86,  1992.20,  1965.64,  1998.86,  1940.53,  1916.18
  1988.20,  1992.20,  1983.81,  1988.20,  1998.86,  1940.53
  2022.27,  2024.20,  2007.01,  2022.27,  1988.20,  1998.86
  2029.53,  2024.20,  2020.22,  2029.53,  2022.27,  1988.20
  2028.27,  2056.20,  2027.69,  2028.27,  2029.53,  2022.27
  2058.73,  2056.20,  2043.71,  2058.73,  2028.27,  2029.53
  2114.26,  2088.20,  2081.42,  2114.26,  2058.73,  2028.27
  2105.91,  2088.20,  2100.83,  2105.91,  2114.26,  2058.73
  2094.66,  2120.20,  2101.68,  2094.66,  2105.91,  2114.26
  2114.88,  2120.20,  2106.64,  2114.88,  2094.66,  2105.91
  2142.73,  2152.20,  2125.43,  2142.73,  2114.88,  2094.66
  2192.46,  2152.20,  2162.95,  2192.46,  2142.73,  2114.88
  2173.94,  2184.20,  2174.91,  2173.94,  2192.46,  2142.73
  2215.43,  2184.20,  2197.77,  2215.43,  2173.94,  2192.46
  2219.72,  2216.20,  2210.66,  2219.72,  2215.43,  2173.94
  2185.49,  2216.20,  2201.89,  2185.49,  2219.72,  2215.43
  2243.93,  2248.20,  2220.41,  2243.93,  2185.49,  2219.72
  2280.81,  2248.20,  2252.63,  2280.81,  2243.93,  2185.49
  2279.45,  2280.20,  2273.99,  2279.45,  2280.81,  2243.93
  2262.66,  2280.20,  2271.29,  2262.66,  2279.45,  2280.81
  2345.93,  2312.20,  2307.10,  2345.93,  2262.66,  2279.45
  2313.72,  2312.20,  2315.95,  2313.72,  2345.93,  2262.66
  2350.63,  2344.20,  2337.54,  2350.63,  2313.72,  2345.93
  2370.26,  2344.20,  2354.29,  2370.26,  2350.63,  2313.72
  2388.88,  2376.20,  2376.30,  2388.88,  2370.26,  2350.63
  2363.18,  2376.20,  2372.93,  2363.18,  2388.88,  2370.26
  2398.86,  2408.20,  2385.31,  2398.86,  2363.18,  2388.88
  2396.87,  2408.20,  2391.92,  2396.87,  2398.86,  2363.18
  2425.05,  2440.20,  2411.29,  2425.05,  2396.87,  2398.86
  2446.84,  2440.20,  2431.25,  2446.84,  2425.05,  2396.87
  2464.61,  2472.20,  2452.09,  2464.61,  2446.84,  2425.05
  2493.30,  2472.20,  2476.00,  2493.30,  2464.61,  2446.84
  2488.96,  2504.20,  2486.35,  2488.96,  2493.30,  2464.61
  2524.96,  2504.20,  2507.68,  2524.96,  2488.96,  2493.30
  2518.73,  2536.20,  2515.84,  2518.73,  2524.96,  2488.96
  2541.29,  2536.20,  2531.05,  2541.29,  2518.73,  2524.96
  2574.03,  2568.20,  2553.90,  2574.03,  2541.29,  2518.73
  2574.83,  2568.20,  2568.97,  2574.83,  2574.03,  2541.29
  2599.23,  2600.20,  2586.90,  2599.23,  2574.83,  2574.03
  2595.79,  2600.20,  2593.44,  2595.79,  2599.23,  2574.83
  2646.18,  2632.20,  2621.56,  2646.18,  2595.79,  2599.23
  2650.66,  2632.20,  2640.02,  2650.66,  2646.18,  2595.79
  2668.06,  2664.20,  2658.61,  2668.06,  2650.66,  2646.18
  2652.01,  2664.20,  2657.13,  2652.01,  2668.06,  2650.66
  2699.36,  2696.20,  2678.36,  2699.36,  2652.01,  2668.06
  2667.31,  2696.20,  2675.44,  2667.31,  2699.36,  2652.01
  2719.11,  2728.20,  2698.55,  2719.11,  2667.31,  2699.36
  2733.73,  2728.20,  2717.79,  2733.73,  2719.11,  2667.31
  2745.11,  2760.20,  2736.98,  2745.11,  2733.73,  2719.11
  2786.49,  2760.20,  2763.90,  2786.49,  2745.11,  2733.73
  2789.91,  2792.20,  2781.31,  2789.91,  2786.49,  2745.11
  2781.21,  2792.20,  2784.99,  2781.21,  2789.91,  2786.49
  2843.89,  2824.20,  2814.00,  2843.89,  2781.21,  2789.91
  2790.03,  2824.20,  2806.52,  2790.03,  2843.89,  2781.21
  2831.60,  2856.20,  2819.79,  2831.60,  2790.03,  2843.89
  2860.96,  2856.20,  2839.35,  2860.96,  2831.60,  2790.03
  2870.42,  2888.20,  2860.80,  2870.42,  2860.96,  2831.60
  2908.49,  2888.20,  2887.88,  2908.49,  2870.42,  2860.96
  2931.68,  2920.20,  2913.74,  2931.68,  2908.49,  2870.42
  2933.98,  2920.20,  2928.97,  2933.98,  2931.68,  2908.49
  2925.60,  2952.20,  2929.41,  2925.60,  2933.98,  2931.68
  2928.33,  2952.20,  2928.36,  2928.33,  2925.60,  2933.98
  2993.00,  2984.20,  2960.21,  2993.00,  2928.33,  2925.60
  2953.49,  2984.20,  2962.47,  2953.49,  2993.00,  2928.33
  3029.97,  3016.20,  2998.32,  3029.97,  2953.49,  2993.00
  3005.63,  3016.20,  3005.05,  3005.63,  3029.97,  2953.49
  3014.69,  3048.20,  3014.22,  3014.69,  3005.63,  3029.97
  3028.19,  3048.20,  3019.93,  3028.19,  3014.69,  3005.63
  3097.78,  3080.20,  3060.74,  3097.78,  3028.19,  3014.69
  3064.15,  3080.20,  3069.37,  3064.15,  3097.78,  3028.19
  3119.31,  3112.20,  3097.34,  3119.31,  3064.15,  3097.78
  3151.02,  3112.20,  3125.97,  3151.02,  3119.31,  3064.15
  3125.22,  3144.20,  3132.84,  3125.22,  3151.02,  3119.31
  3090.76,  3144.20,  3112.29,  3090.76,  3125.22,  3151.02
  3188.84,  3176.20,  3145.54,  3188.84,  3090.76,  3125.22
  3195.53,  3176.20,  3175.84,  3195.53,  3188.84,  3090.76
  3183.87,  3208.20,  3188.58,  3183.87,  3195.53,  3188.84
  3203.87,  3208.20,  3195.81,  3203.87,  3183.87,  3195.53
  3256.45,  3240.20,  3226.83,  3256.45,  3203.87,  3183.87
  3248.09,  3240.20,  3243.51,  3248.09,  3256.45,  3203.87
  3253.91,  3272.20,  3252.39,  3253.91,  3248.09,  3256.45
  3257.28,  3272.20,  3254.62,  3257.28,  3253.91,  3248.09
  3284.31,  3304.20,  3270.23,  3284.31,  3257.28,  3253.91
  3283.98,  3304.20,  3279.64,  3283.98,  3284.31,  3257.28
  3336.90,  3336.20,  3310.49,  3336.90,  3283.98,  3284.31
  3336.93,  3336.20,  3328.09,  3336.93,  3336.90,  3283.98
  3348.37,  3368.20,  3342.64,  3348.37,  3336.93,  3336.90
  3376.90,  3368.20,  3360.73,  3376.90,  3348.37,  3336.93
  3373.58,  3400.20,  3370.48,  3373.58,  3376.90,  3348.37
  3383.71,  3400.20,  3379.20,  3383.71,  3373.58,  3376.90
  3419.58,  3432.20,  3399.95,  3419.58,  3383.71,  3373.58
  3396.30,  3432.20,  3401.96,  3396.30,  3419.58,  3383.71
  3446.44,  3464.20,  3425.25,  3446.44,  3396.30,  3419.58
  3452.49,  3464.20,  3441.10,  3452.49,  3446.44,  3396.30
  3495.28,  3496.20,  3472.87,  3495.28,  3452.49,  3446.44
  3465.29,  3496.20,  3473.15,  3465.29,  3495.28,  3452.49
  3542.24,  3528.20,  3508.77,  3542.24,  3465.29,  3495.28
  3514.00,  3528.20,  3515.30,  3514.00,  3542.24,  3465.29
  3572.19,  3560.20,  3547.80,  3572.19,  3514.00,  3542.24
  3560.99,  3560.20,  3556.89,  3560.99,  3572.19,  3514.00
  3584.72,  3592.20,  3574.72,  3584.72,  3560.99,  3572.19
  3572.70,  3592.20,  3574.75,  3572.70,  3584.72,  3560.99
  3609.04,  3624.20,  3592.87,  3609.04,  3572.70,  3584.72
  3662.92,  3624.20,  3629.92,  3662.92,  3609.04,  3572.70
  3649.99,  3656.20,  3647.48,  3649.99,  3662.92,  3609.04
  3681.21,  3656.20,  3667.75,  3681.21,  3649.99,  3662.92
  3677.68,  3688.20,  3674.24,  3677.68,  3681.21,  3649.99
  3657.21,  3688.20,  3668.04,  3657.21,  3677.68,  3681.21
  3692.83,  3720.20,  3678.43,  3692.83,  3657.21,  3677.68
  3710.90,  3720.20,  3695.93,  3710.90,  3692.83,  3657.21
  3747.72,  3752.20,  3726.30,  3747.72,  3710.90,  3692.83
  3771.51,  3752.20,  3753.48,  3771.51,  3747.72,  3710.90
  3788.42,  3784.20,  3776.00,  3788.42,  3771.51,  3747.72
  3793.97,  3784.20,  3788.38,  3793.97,  3788.42,  3771.51
  3807.94,  3816.20,  3800.03,  3807.94,  3793.97,  3788.42
  3790.92,  3816.20,  3797.11,  3790.92,  3807.94,  3793.97
  3857.84,  3848.20,  3827.22,  3857.84,  3790.92,  3807.94
  3852.33,  3848.20,  3843.94,  3852.33,  3857.84,  3790.92
  3880.14,  3880.20,  3867.15,  3880.14,  3852.33,  3857.84
  3890.21,  3880.20,  3880.54,  3890.21,  3880.14,  3852.33
  3935.14,  3912.20,  3911.00,  3935.14,  3890.21,  3880.14
  3920.68,  3912.20,  3920.42,  3920.68,  3935.14,  3890.21
  3969.80,  3944.20,  3947.65,  3969.80,  3920.68,  3935.14
  3949.74,  3944.20,  3951.58,  3949.74,  3969.80,  3920.68
  3986.15,  3976.20,  3971.29,  3986.15,  3949.74,  3969.80
  3985.72,  3976.20,  3979.87,  3985.72,  3986.15,  3949.74
  4017.52,  4008.20,  4001.69,  4017.52,  3985.72,  3986.15
  4021.82,  4008.20,  4014.37,  4021.82,  4017.52,  3985.72
  4031.75,  4040.20,  4026.07,  4031.75,  4021.82,  4017.52
  4005.98,  4040.20,  4017.21,  4005.98,  4031.75,  4021.82
  4063.44,  4072.20,  4039.01,  4063.44,  4005.98,  4031.75
  4077.62,  4072.20,  4060.95,  4077.62,  4063.44,  4005.98
  4100.96,  4104.20,  4086.93,  4100.96,  4077.62,  4063.44
  4140.66,  4104.20,  4116.92,  4140.66,  4100.96,  4077.62
  4131.30,  4136.20,  4129.36,  4131.30,  4140.66,  4100.96
  4096.35,  4136.20,  4115.39,  4096.35,  4131.30,  4140.66
  4150.95,  4168.20,  4129.48,  4150.95,  4096.35,  4131.30
  4165.58,  4168.20,  4149.17,  4165.58,  4150.95,  4096.35
  4184.49,  4200.20,  4172.60,  4184.49,  4165.58,  4150.95
  4211.85,  4200.20,  4195.02,  4211.85,  4184.49,  4165.58
  4234.17,  4232.20,  4218.45,  4234.17,  4211.85,  4184.49
  4212.09,  4232.20,  4219.41,  4212.09,  4234.17,  4211.85
  4257.19,  4264.20,  4238.32,  4257.19,  4212.09,  4234.17
  4288.03,  4264.20,  4265.09,  4288.03,  4257.19,  4212.09
  4307.44,  4296.20,  4292.59,  4307.44,  4288.03,  4257.19
  4299.93,  4296.20,  4300.45,  4299.93,  4307.44,  4288.03
  4317.10,  4328.20,  4309.77,  4317.10,  4299.93,  4307.44
  4299.73,  4328.20,  4305.56,  4299.73,  4317.10,  4299.93
  4361.55,  4360.20,  4333.54,  4361.55,  4299.73,  4317.10
  4341.18,  4360.20,  4341.06,  4341.18,  4361.55,  4299.73
  4397.61,  4392.20,  4372.79,  4397.61,  4341.18,  4361.55
  4367.18,  4392.20,  4372.99,  4367.18,  4397.61,  4341.18
  4413.63,  4424.20,  4395.47,  4413.63,  4367.18,  4397.61
  4419.38,  4424.20,  4408.76,  4419.38,  4413.63,  4367.18
  4460.14,  4456.20,  4438.80,  4460.14,  4419.38,  4413.63
  4443.94,  4456.20,  4445.25,  4443.94,  4460.14,  4419.38
  4492.39,  4488.20,  4470.87,  4492.39,  4443.94,  4460.14
  4511.83,  4488.20,  4494.03,  4511.83,  4492.39,  4443.94
  4508.38,  4520.20,  4506.86,  4508.38,  4511.83,  4492.39
  4541.00,  4520.20,  4525.26,  4541.00,  4508.38,  4511.83
  4546.17,  4552.20,  4538.15,  4546.17,  4541.00,  4508.38
  4574.72,  4552.20,  4559.58,  4574.72,  4546.17,  4541.00
  4596.69,  4584.20,  4580.95,  4596.69,  4574.72,  4546.17
  4595.38,  4584.20,  4592.37,  4595.38,  4596.69,  4574.72
  4596.42,  4616.20,  4596.12,  4596.42,  4595.38,  4596.69
  4642.42,  4616.20,  4619.25,  4642.42,  4596.42,  4595.38
  4669.92,  4648.20,  4648.51,  4669.92,  4642.42,  4596.42
  4648.95,  4648.20,  4654.85,  4648.95,  4669.92,  4642.42
  4728.24,  4680.20,  4692.09,  4728.24,  4648.95,  4669.92
  4665.53,  4680.20,  4683.67,  4665.53,  4728.24,  4648.95
  4692.01,  4712.20,  4689.22,  4692.01,  4665.53,  4728.24
  4684.64,  4712.20,  4683.91,  4684.64,  4692.01,  4665.53
  4746.37,  4744.20,  4716.73,  4746.37,  4684.64,  4692.01
  4719.99,  4744.20,  4722.90,  4719.99,  4746.37,  4684.64
  4740.76,  4776.20,  4734.78,  4740.76,  4719.99,  4746.37
  4774.17,  4776.20,  4754.00,  4774.17,  4740.76,  4719.99
  4826.85,  4808.20,  4794.94,  4826.85,  4774.17,  4740.76
  4818.56,  4808.20,  4813.92,  4818.56,  4826.85,  4774.17
  4862.94,  4840.20,  4842.13,  4862.94,  4818.56,  4826.85
  4835.25,  4840.20,  4841.70,  4835.25,  4862.94,  4818.56
  4877.66,  4872.20,  4861.07,  4877.66,  4835.25,  4862.94
  4878.63,  4872.20,  4871.08,  4878.63,  4877.66,  4835.25
  4859.45,  4904.20,  4868.88,  4859.45,  4878.63,  4877.66
  4868.58,  4904.20,  4867.21,  4868.58,  4859.45,  4878.63
  4973.13,  4936.20,  4919.33,  4973.13,  4868.58,  4859.45
  4950.07,  4936.20,  4944.17,  4950.07,  4973.13,  4868.58
  4961.30,  4968.20,  4959.53,  4961.30,  4950.07,  4973.13
  4940.20,  4968.20,  4948.88,  4940.20,  4961.30,  4950.07
  4990.89,  5000.20,  4969.06,  4990.89,  4940.20,  4961.30
